task_id,specification,input_ports,clock_ports,reset_ports,sequential_task,reset_exposed,reset_behavior_specified,power_on_or_initial_state_language_explicit,uninitialized_state_prohibited,comprehensive_reset_coverage_required,native_unknown_initial_state_scoring,intent_sufficient_for_ref_xprop_001,functional_oracle,manual_review,evidence
cvdp_copilot_cont_adder_0006,cvdp_copilot_cont_adder_0006:input.prompt,"('clk', 'reset', 'data_in', 'data_valid')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_cont_adder_0023,cvdp_copilot_cont_adder_0023:input.prompt,"('clk', 'reset', 'data_in', 'data_valid')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_cont_adder_0042,cvdp_copilot_cont_adder_0042:input.prompt,"('clk', 'reset', 'data_in', 'data_valid', 'window_size')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_cont_adder_0045,cvdp_copilot_cont_adder_0045:input.prompt,"('clk', 'reset', 'accum_clear', 'enable', 'data_in', 'data_valid', 'window_size')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_convolutional_encoder_0001,cvdp_copilot_convolutional_encoder_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_convolutional_encoder_0010,cvdp_copilot_convolutional_encoder_0010:input.prompt,"('clk', 'rst', 'data_in')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_crossbar_switch_0001,cvdp_copilot_crossbar_switch_0001:input.prompt,"('clk', 'reset', 'in0', 'in1', 'in2', 'in3', 'valid_in0', 'valid_in1', 'valid_in2', 'valid_in3')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_data_bus_controller_0001,cvdp_copilot_data_bus_controller_0001:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_data_serializer_0001,cvdp_copilot_data_serializer_0001:input.prompt,"('clk', 'reset', 'p_valid_i', 'p_data_i', 's_ready_i', 'tx_en_i')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_data_width_converter_0003,cvdp_copilot_data_width_converter_0003:input.prompt,"('clk', 'reset', 'data_valid')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_dbi_0001,cvdp_copilot_dbi_0001:input.prompt,(),(),(),True,False,False,False,False,True,False,True,True,True,"('specification requires comprehensive state reset coverage',)"
cvdp_copilot_dbi_0008,cvdp_copilot_dbi_0008:input.prompt,"('dbi_enable',)",(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_dbi_dec_0001,cvdp_copilot_dbi_dec_0001:input.prompt,"('rst_n', 'clk', 'data_in', 'dbi_cntrl')","('clk',)","('rst_n',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_decode_firstbit_0001,cvdp_copilot_decode_firstbit_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_decoder_8b10b_0001,cvdp_copilot_decoder_8b10b_0001:input.prompt,"('clk_in', 'reset_in', 'decoder_in')","('clk_in',)","('reset_in',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: reset_in')"
cvdp_copilot_digital_dice_roller_0001,cvdp_copilot_digital_dice_roller_0001:input.prompt,"('clk', 'reset_n')","('clk',)","('reset_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset_n', 'specification states reset behavior')"
cvdp_copilot_digital_dice_roller_0004,cvdp_copilot_digital_dice_roller_0004:input.prompt,"('clk', 'reset', 'button')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_digital_stopwatch_0001,cvdp_copilot_digital_stopwatch_0001:input.prompt,"('clk', 'reset', 'start_stop')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_digital_stopwatch_0012,cvdp_copilot_digital_stopwatch_0012:input.prompt,"('clk', 'reset', 'start_stop')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_dot_product_0002,cvdp_copilot_dot_product_0002:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_dot_product_0005,cvdp_copilot_dot_product_0005:input.prompt,"('clk_in', 'reset_in', 'start_in', 'vector_a_valid_in', 'vector_b_valid_in', 'a_complex_in', 'b_complex_in')","('clk_in',)","('reset_in',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: reset_in', 'specification states reset behavior')"
cvdp_copilot_dot_product_0012,cvdp_copilot_dot_product_0012:input.prompt,"('clk_in', 'reset_in', 'start_in', 'dot_length_in', 'vector_a_in', 'vector_a_valid_in', 'vector_b_in', 'vector_b_valid_in')","('clk_in',)","('reset_in',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: reset_in', 'specification states reset behavior')"
cvdp_copilot_edge_detector_0001,cvdp_copilot_edge_detector_0001:input.prompt,"('i_clk', 'i_rstb', 'i_detection_signal')","('i_clk',)",(),True,False,False,False,False,False,False,False,True,False,"('clock ports: i_clk',)"
cvdp_copilot_elastic_buffer_0001,cvdp_copilot_elastic_buffer_0001:input.prompt,"('clk', 'rst', 'i_data', 'i_pattern')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_elastic_buffer_0005,cvdp_copilot_elastic_buffer_0005:input.prompt,"('clk', 'rst', 'i_valid', 'i_data', 'i_pattern', 'i_mask', 'i_error_tolerance', 'vector')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_elevator_control_0006,cvdp_copilot_elevator_control_0006:input.prompt,"('clk', 'reset', 'call_requests', 'emergency_stop')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_elevator_control_0009,cvdp_copilot_elevator_control_0009:input.prompt,"('clk', 'reset', 'call_requests', 'emergency_stop')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_elevator_control_0026,cvdp_copilot_elevator_control_0026:input.prompt,"('clk', 'reset', 'call_requests', 'emergency_stop', 'overload_detected')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_elevator_control_0033,cvdp_copilot_elevator_control_0033:input.prompt,"('num',)",(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_elevator_control_0036,cvdp_copilot_elevator_control_0036:input.prompt,"('num',)",(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_ethernet_packet_parser_0001,cvdp_copilot_ethernet_packet_parser_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_events_to_apb_0001,cvdp_copilot_events_to_apb_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_factorial_0001,cvdp_copilot_factorial_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_fan_controller_0001,cvdp_copilot_fan_controller_0001:input.prompt,"('clk', 'reset', 'psel', 'penable', 'pwrite', 'paddr', 'pwdata')","('clk',)","('reset',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_fan_controller_0005,cvdp_copilot_fan_controller_0005:input.prompt,"('clk', 'reset', 'psel', 'penable', 'pwrite', 'paddr', 'pwdata')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_fan_controller_0008,cvdp_copilot_fan_controller_0008:input.prompt,"('clk', 'reset', 'psel', 'penable', 'pwrite', 'paddr', 'pwdata')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_fibonacci_series_0001,cvdp_copilot_fibonacci_series_0001:input.prompt,"('clk', 'rst')","('clk',)","('rst',)",True,True,True,True,False,False,False,False,True,True,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior', 'specification uses explicit power-on or initial-state language')"
cvdp_copilot_fifo_async_0001,cvdp_copilot_fifo_async_0001:input.prompt,"('w_clk', 'w_rst', 'w_inc', 'w_data', 'r_clk', 'r_rst', 'r_inc')","('w_clk', 'r_clk')","('w_rst', 'r_rst')",True,True,False,False,False,False,False,False,True,False,"('clock ports: w_clk, r_clk', 'reset ports: w_rst, r_rst')"
cvdp_copilot_fifo_to_axis_0001,cvdp_copilot_fifo_to_axis_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_fifo_to_axis_0005,cvdp_copilot_fifo_to_axis_0005:input.prompt,"('rst', 'i_block_fifo_rdy', 'i_block_fifo_size', 'i_block_fifo_data', 'i_axi_user', 'i_axi_clk', 'i_axi_ready')","('i_axi_clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_axi_clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_filo_0005,cvdp_copilot_filo_0005:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_filo_0033,cvdp_copilot_filo_0033:input.prompt,"('clk', 'reset', 'push', 'pop', 'data_in')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_findfasterclock_0001,cvdp_copilot_findfasterclock_0001:input.prompt,"('clk_A', 'clk_B', 'rst_n')","('clk_A', 'clk_B')","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk_A, clk_B', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_flop_0001,cvdp_copilot_flop_0001:input.prompt,"('i_S', 'i_R', 'i_clk', 'i_rst_b')","('i_clk',)","('i_rst_b',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_rst_b', 'specification states reset behavior')"
cvdp_copilot_flop_0002,cvdp_copilot_flop_0002:input.prompt,"('i_J', 'i_K', 'i_clk', 'i_rst_b')","('i_clk',)","('i_rst_b',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_rst_b', 'specification states reset behavior')"
cvdp_copilot_fsm_seq_detector_0001,cvdp_copilot_fsm_seq_detector_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_fsm_seq_detector_0023,cvdp_copilot_fsm_seq_detector_0023:input.prompt,"('clk_in', 'rst_in', 'seq_in')","('clk_in',)","('rst_in',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: rst_in')"
cvdp_copilot_galois_encryption_0001,cvdp_copilot_galois_encryption_0001:input.prompt,"('clk', 'rst_async_n', 'i_encrypt', 'i_valid', 'i_data', 'i_update_key', 'i_key')","('clk',)","('rst_async_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_async_n', 'specification states reset behavior')"
cvdp_copilot_gaussian_rounding_div_0003,cvdp_copilot_gaussian_rounding_div_0003:input.prompt,"('clk', 'rst_n', 'start', 'dividend', 'divisor')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_gaussian_rounding_div_0005,cvdp_copilot_gaussian_rounding_div_0005:input.prompt,"('clk', 'rst_n', 'start', 'dividend', 'divisor')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_gaussian_rounding_div_0022,cvdp_copilot_gaussian_rounding_div_0022:input.prompt,"('clk', 'rst_n', 'start', 'dividend', 'divisor')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_gaussian_rounding_div_0023,cvdp_copilot_gaussian_rounding_div_0023:input.prompt,"('clk', 'rst_n', 'start', 'dividend', 'divisor')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_gcd_0001,cvdp_copilot_gcd_0001:input.prompt,(),(),(),True,False,False,True,False,False,False,False,True,True,"('specification uses explicit power-on or initial-state language',)"
cvdp_copilot_gcd_0009,cvdp_copilot_gcd_0009:input.prompt,"('clk', 'rst', 'A', 'B', 'go')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_gcd_0015,cvdp_copilot_gcd_0015:input.prompt,"('clk', 'rst', 'A', 'B', 'C', 'go')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_gcd_0023,cvdp_copilot_gcd_0023:input.prompt,"('clk', 'rst', 'A', 'B', 'go')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_gcd_0038,cvdp_copilot_gcd_0038:input.prompt,"('clk', 'rst', 'A', 'B', 'go')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_gcd_0040,cvdp_copilot_gcd_0040:input.prompt,"('clk', 'rst', 'A', 'B', 'C', 'go')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_gcd_0045,cvdp_copilot_gcd_0045:input.prompt,"('clk', 'rst', 'A', 'B', 'go')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_generic_nbit_counter_0036,cvdp_copilot_generic_nbit_counter_0036:input.prompt,"('clk_in', 'rst_in', 'mode_in', 'enable_in', 'ref_modulo')","('clk_in',)","('rst_in',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: rst_in')"
cvdp_copilot_generic_nbit_counter_0039,cvdp_copilot_generic_nbit_counter_0039:input.prompt,"('clk_in', 'rst_in', 'mode_in', 'enable_in', 'ref_modulo')","('clk_in',)","('rst_in',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: rst_in')"
cvdp_copilot_gf_multiplier_0001,cvdp_copilot_gf_multiplier_0001:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_gf_multiplier_0005,cvdp_copilot_gf_multiplier_0005:input.prompt,"('A', 'B')",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_gf_multiplier_0013,cvdp_copilot_gf_multiplier_0013:input.prompt,"('A', 'B')",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_gf_multiplier_0021,cvdp_copilot_gf_multiplier_0021:input.prompt,"('a', 'b')",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_gmii_axis_0001,cvdp_copilot_gmii_axis_0001:input.prompt,"('gmii_rx_clk', 'gmii_rxd', 'gmii_rx_dv', 'm_axis_tready')","('gmii_rx_clk',)",(),True,False,False,False,False,False,False,False,True,False,"('clock ports: gmii_rx_clk',)"
cvdp_copilot_gray_to_binary_0001,cvdp_copilot_gray_to_binary_0001:input.prompt,"('gray_in',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_grayscale_image_0014,cvdp_copilot_grayscale_image_0014:input.prompt,"('clk', 'rst_n', 'image_data0', 'image_data1', 'image_data2', 'image_data3', 'image_data4', 'image_data5', 'image_data6', 'image_data7', 'image_data8', 'kernel0', 'kernel1', 'kernel2', 'kernel3', 'kernel4', 'kernel5', 'kernel6', 'kernel7', 'kernel8')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_halfband_fir_0005,cvdp_copilot_halfband_fir_0005:input.prompt,"('i_clk', 'i_reset', 'i_tap_wr', 'i_tap', 'i_ce', 'i_sample', 'dummy_input', 'in_val')","('i_clk',)","('i_reset',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_reset')"
cvdp_copilot_hamming_code_tx_and_rx_0001,cvdp_copilot_hamming_code_tx_and_rx_0001:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_hamming_code_tx_and_rx_0003,cvdp_copilot_hamming_code_tx_and_rx_0003:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_hamming_code_tx_and_rx_0009,cvdp_copilot_hamming_code_tx_and_rx_0009:input.prompt,"('data_in',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_hamming_code_tx_and_rx_0011,cvdp_copilot_hamming_code_tx_and_rx_0011:input.prompt,"('data_in',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_hamming_code_tx_and_rx_0013,cvdp_copilot_hamming_code_tx_and_rx_0013:input.prompt,"('data_in',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_hebbian_rule_0012,cvdp_copilot_hebbian_rule_0012:input.prompt,"('clk', 'rst', 'start', 'a', 'b', 'gate_select')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_hebbian_rule_0017,cvdp_copilot_hebbian_rule_0017:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_hill_cipher_0001,cvdp_copilot_hill_cipher_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_hill_cipher_0015,cvdp_copilot_hill_cipher_0015:input.prompt,"('clk', 'reset', 'start', 'plaintext', 'key')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_hmac_register_0001,cvdp_copilot_hmac_register_0001:input.prompt,"('clk', 'rst_n', 'write_en', 'read_en', 'addr', 'wdata', 'i_wait_en')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_huffman_0001,cvdp_copilot_huffman_0001:input.prompt,"('clk', 'reset', 'data_valid', 'data_in', 'data_priority', 'update_enable', 'config_symbol', 'config_code', 'config_length')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_icache_controller_0001,cvdp_copilot_icache_controller_0001:input.prompt,"('clk', 'rst', 'io_mem_ready', 'l1b_addr', 'ram256_t0_data', 'ram256_t1_data', 'ram512_d0_data', 'ram512_d1_data')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_image_rotate_0001,cvdp_copilot_image_rotate_0001:input.prompt,"('rotation_angle', 'image_in')",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_image_rotate_0014,cvdp_copilot_image_rotate_0014:input.prompt,"('clk', 'srst', 'valid_in', 'rotation_angle', 'image_in')","('clk',)","('srst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: srst')"
cvdp_copilot_image_rotate_0015,cvdp_copilot_image_rotate_0015:input.prompt,"('clk', 'srst', 'valid_in', 'rotation_angle', 'image_in')","('clk',)","('srst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: srst')"
cvdp_copilot_image_stego_0004,cvdp_copilot_image_stego_0004:input.prompt,"('img_in', 'data_in', 'bpp')",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_interrupt_controller_0014,cvdp_copilot_interrupt_controller_0014:input.prompt,"('clk', 'rst_n', 'interrupt_requests', 'cpu_ack', 'priority_map_value', 'priority_map_update', 'vector_table_value', 'vector_table_update', 'interrupt_mask_value', 'interrupt_mask_update')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_interrupt_controller_0017,cvdp_copilot_interrupt_controller_0017:input.prompt,"('clk', 'rst_n', 'reset_interrupts', 'interrupt_requests', 'interrupt_ack', 'interrupt_trig', 'interrupt_mask', 'priority_override', 'override_interrupt_id', 'priority_override_en')","('clk',)","('rst_n', 'reset_interrupts')",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n, reset_interrupts', 'specification states reset behavior')"
cvdp_copilot_interrupt_controller_0019,cvdp_copilot_interrupt_controller_0019:input.prompt,"('clk', 'rst_n', 'interrupt_requests', 'cpu_ack', 'pclk', 'presetn', 'psel', 'penable', 'pwrite', 'paddr', 'pwdata')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_ir_receiver_0001,cvdp_copilot_ir_receiver_0001:input.prompt,"('reset_in', 'clk_in', 'ir_signal_in')","('clk_in',)","('reset_in',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: reset_in')"
cvdp_copilot_ir_receiver_0005,cvdp_copilot_ir_receiver_0005:input.prompt,"('reset_in', 'clk_in', 'ir_signal_in')","('clk_in',)","('reset_in',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: reset_in')"
cvdp_copilot_kogge_stone_adder_0007,cvdp_copilot_kogge_stone_adder_0007:input.prompt,"('clk', 'reset', 'A', 'B', 'start')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_lfsr_0007,cvdp_copilot_lfsr_0007:input.prompt,"('clock', 'reset', 'lfsr_seed')","('clock',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clock', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_line_buffer_0003,cvdp_copilot_line_buffer_0003:input.prompt,"('clk', 'rst_async_n', 'i_mode', 'i_valid', 'i_update_window', 'i_row_image', 'i_image_row_start', 'i_image_col_start')","('clk',)","('rst_async_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_async_n', 'specification states reset behavior')"
cvdp_copilot_load_store_unit_0001,cvdp_copilot_load_store_unit_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_load_store_unit_0003,cvdp_copilot_load_store_unit_0003:input.prompt,"('clk', 'rst_n', 'ex_if_req_i', 'ex_if_we_i', 'ex_if_type_i', 'ex_if_wdata_i', 'ex_if_addr_base_i', 'ex_if_addr_offset_i', 'dmem_gnt_i', 'dmem_rsp_rdata_i', 'dmem_rvalid_i')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_load_store_unit_0009,cvdp_copilot_load_store_unit_0009:input.prompt,"('clk', 'rst_n', 'ex_if_req_i', 'ex_if_we_i', 'ex_if_type_i', 'ex_if_wdata_i', 'ex_if_addr_base_i', 'ex_if_addr_offset_i', 'ex_if_extend_mode_i', 'dmem_gnt_i', 'dmem_rsp_rdata_i', 'dmem_rvalid_i')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_manchester_enc_0005,cvdp_copilot_manchester_enc_0005:input.prompt,"('clk_in', 'rst_in', 'dec_valid_in', 'dec_data_in')","('clk_in',)","('rst_in',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: rst_in', 'specification states reset behavior')"
cvdp_copilot_manchester_enc_0013,cvdp_copilot_manchester_enc_0013:input.prompt,"('clk_in', 'rst_in', 'enc_valid_in', 'enc_data_in', 'dec_valid_in', 'dec_data_in')","('clk_in',)","('rst_in',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_in', 'reset ports: rst_in')"
cvdp_copilot_matrix_multiplier_0001,cvdp_copilot_matrix_multiplier_0001:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_matrix_multiplier_0007,cvdp_copilot_matrix_multiplier_0007:input.prompt,"('clk', 'srst', 'valid_in', 'matrix_a', 'matrix_b')","('clk',)","('srst',)",True,True,True,True,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: srst', 'specification states reset behavior', 'specification uses explicit power-on or initial-state language', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_matrix_multiplier_0010,cvdp_copilot_matrix_multiplier_0010:input.prompt,"('clk', 'srst', 'valid_in', 'matrix_a', 'matrix_b')","('clk',)","('srst',)",True,True,True,True,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: srst', 'specification states reset behavior', 'specification uses explicit power-on or initial-state language', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_mem_allocator_0001,cvdp_copilot_mem_allocator_0001:input.prompt,"('clk', 'reset', 'acquire_en', 'release_en', 'release_addr')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_microcode_sequencer_0001,cvdp_copilot_microcode_sequencer_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_modified_booth_mul_0002,cvdp_copilot_modified_booth_mul_0002:input.prompt,"('A', 'B', 'clk', 'rst', 'start')","('clk',)","('rst',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_modified_booth_mul_0005,cvdp_copilot_modified_booth_mul_0005:input.prompt,"('clk', 'rst', 'start')","('clk',)","('rst',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_montgomery_0001,cvdp_copilot_montgomery_0001:input.prompt,"('T',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_montgomery_0002,cvdp_copilot_montgomery_0002:input.prompt,"('clk', 'rst_n', 'a', 'b', 'valid_in')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
